a433-microservices-item-app-1  | GET / 200 270.294 ms - 785
a433-microservices-item-app-1  | GET /javascripts/dist/dist.min.js 200 28.626 ms - 186999
a433-microservices-item-app-1  | GET /stylesheets/style.css 200 38.632 ms - 519
a433-microservices-item-app-1  | GET /javascripts/dist/dist.min.js 200 1.035 ms - 186999
a433-microservices-item-app-1  | GET /api 200 8.913 ms - 2
a433-microservices-item-app-1  | GET /favicon.ico 404 13.887 ms - 270
a433-microservices-item-app-1  | POST /api 201 18.279 ms - 52
a433-microservices-item-app-1  | POST /api 201 1.675 ms - 52
a433-microservices-item-app-1  | POST /api 201 1.502 ms - 50
a433-microservices-item-app-1  | POST /api 201 1.390 ms - 51
a433-microservices-item-app-1  | POST /api 201 2.775 ms - 51
a433-microservices-item-app-1  | POST /api 201 2.070 ms - 51
a433-microservices-item-app-1  | POST /api 201 2.229 ms - 56
a433-microservices-item-app-1  | POST /api 201 1.383 ms - 49
a433-microservices-item-app-1  | POST /api 201 1.349 ms - 56
a433-microservices-item-app-1  | GET / 304 2.433 ms - -
a433-microservices-item-app-1  | GET /javascripts/dist/dist.min.js 304 0.765 ms - -
a433-microservices-item-app-1  | GET /stylesheets/style.css 304 2.572 ms - -
a433-microservices-item-app-1  | GET /javascripts/dist/dist.min.js 304 2.292 ms - -
a433-microservices-item-app-1  | GET /api 200 2.197 ms - 478
a433-microservices-item-app-1  |
a433-microservices-item-app-1  |
a433-microservices-item-app-1  | > docker-software-delivery@1.0.0 start /app
a433-microservices-item-app-1  | > node ./bin/www
a433-microservices-item-app-1  |
a433-microservices-item-app-1  |
a433-microservices-item-app-1  | NODE_ENV: production
a433-microservices-item-app-1  | /app/node_modules/mongodb/lib/mongo_client.js:421
a433-microservices-item-app-1  |           throw err
a433-microservices-item-app-1  |           ^
a433-microservices-item-app-1  |
a433-microservices-item-app-1  |
a433-microservices-item-app-1  | AssertionError [ERR_ASSERTION]: null == Error [MongoError]: failed to connect to server [item-db:27017] on first connect [Error: connect ECONNREFUSED 172.18.0.3:27017
a433-microservices-item-app-1  |     at TCPConnectWrap.afterConnect [as oncomplete] (net.js:1159:16) {
a433-microservices-item-app-1  |   name: 'MongoError'
a433-microservices-item-app-1  | }]
a433-microservices-item-app-1  |     at Pool.<anonymous> (/app/node_modules/mongodb-core/lib/topologies/server.js:336:35)
a433-microservices-item-app-1  |     at Pool.emit (events.js:400:28)
a433-microservices-item-app-1  |     at Connection.<anonymous> (/app/node_modules/mongodb-core/lib/connection/pool.js:280:12)
a433-microservices-item-app-1  |     at Object.onceWrapper (events.js:520:26)
a433-microservices-item-app-1  |     at Connection.emit (e...
a433-microservices-item-app-1  |     at /app/app.js:24:10
a433-microservices-item-app-1  |     at connectCallback (/app/node_modules/mongodb/lib/mongo_client.js:527:5)
a433-microservices-item-app-1  |     at /app/node_modules/mongodb/lib/mongo_client.js:418:11
a433-microservices-item-app-1  |     at processTicksAndRejections (internal/process/task_queues.js:77:11) {
a433-microservices-item-app-1  |   generatedMessage: true,
a433-microservices-item-app-1  |   code: 'ERR_ASSERTION',
a433-microservices-item-app-1  |   actual: null,
a433-microservices-item-app-1  |   expected: Error [MongoError]: failed to connect to server [item-db:27017] on first connect [Error: connect ECONNREFUSED 172.18.0.3:27017
a433-microservices-item-app-1  |       at TCPConnectWrap.afterConnect [as oncomplete] (net.js:1159:16) {
a433-microservices-item-app-1  |     name: 'MongoError'
a433-microservices-item-app-1  |   }]
a433-microservices-item-app-1  |       at Pool.<anonymous> (/app/node_modules/mongodb-core/lib/topologies/server.js:336:35)
a433-microservices-item-app-1  |       at Pool.emit (events.js:400:28)
a433-microservices-item-app-1  |       at Connection.<anonymous> (/app/node_modules/mongodb-core/lib/connection/pool.js:280:12)
a433-microservices-item-app-1  |       at Object.onceWrapper (events.js:520:26)
a433-microservices-item-app-1  |       at Connection.emit (events.js:400:28)
a433-microservices-item-app-1  |       at Socket.<anonymous> (/app/node_modules/mongodb-core/lib/connection/connection.js:189:49)
a433-microservices-item-app-1  |       at Object.onceWrapper (events.js:520:26)
a433-microservices-item-app-1  |       at Socket.emit (events.js:400:28)
a433-microservices-item-app-1  |       at emitErrorNT (internal/streams/destroy.js:106:8)
a433-microservices-item-app-1  |       at emitErrorCloseNT (internal/streams/destroy.js:74:3),
a433-microservices-item-app-1  |   operator: '=='
a433-microservices-item-app-1  | }
a433-microservices-item-app-1  | npm ERR! code ELIFECYCLE
a433-microservices-item-app-1  | npm ERR! errno 1
a433-microservices-item-app-1  | npm ERR! docker-software-delivery@1.0.0 start: `node ./bin/www`
a433-microservices-item-app-1  | npm ERR! Exit status 1
a433-microservices-item-app-1  | npm ERR!
a433-microservices-item-app-1  | npm ERR! Failed at the docker-software-delivery@1.0.0 start script.
a433-microservices-item-app-1  | npm ERR! This is probably not a problem with npm. There is likely additional logging output above.
a433-microservices-item-app-1  |
a433-microservices-item-app-1  |
a433-microservices-item-app-1  | npm ERR! A complete log of this run can be found in:
a433-microservices-item-app-1  | npm ERR!     /root/.npm/_logs/2023-09-15T05_31_29_355Z-debug.log
a433-microservices-item-app-1  |
a433-microservices-item-app-1  |
a433-microservices-item-app-1  | > docker-software-delivery@1.0.0 start /app
a433-microservices-item-app-1  | > node ./bin/www
a433-microservices-item-app-1  |
a433-microservices-item-app-1  |
a433-microservices-item-app-1  | NODE_ENV: production
a433-microservices-item-app-1  | Connected to database
